name,genre,website,license,comment,wikilink,operatingSystem,programmingLanguage
SAGA,Geographic_information_system,http://www.saga-gis.org/en/index.html,GNU_General_Public_License,SAGA GIS（地球科学分析自動化システム）は、空間データを編集するための、フリーでオープンソースの地理情報システム(GIS)である。もともとは、ドイツ、ゲッティンゲン大学、自然地理学科の小さなチームによって開発され、現在は国際的な開発者コミュニティによって拡張・維持されている。SAGA GISは、地球科学研究者に地球科学の解析手法を効果的かつ簡単なプラットフォームを提供することを目的としたGISソフトウェアである。これは、APIによって達成される。SAGAは追加可能なモジュールライブラリにバンドルされた、発展中の地球科学的な手法のライブラリ群を持つ。,http://en.wikipedia.org/wiki/SAGA_GIS,Cross-platform,C++
SAGA,Geographic_information_system,http://www.saga-gis.org/en/index.html,GNU_General_Public_License,"SAGA GIS (System for Automated Geoscientific Analyses) est un logiciel de système d'information géographique (SIG) libre multiplate-forme publié sous licence GPL. Il était à l'origine développé par une équipe du Département de Géographie Physique de l'Université de Göttingen en Allemagne, mais est maintenant maintenu par une équipe de développeurs internationale, dont le noyau est l'Université de Hambourg en Allemagne.",http://en.wikipedia.org/wiki/SAGA_GIS,Cross-platform,C++
SAGA,Geographic_information_system,http://www.saga-gis.org/en/index.html,GNU_General_Public_License,Das System für Automatisierte Geowissenschaftliche Analysen (SAGA GIS) ist ein quelloffenes Geoinformationssystem. Das SAGA-Projekt wird derzeit hauptsächlich am Fachbereich Geographie der Universität Hamburg entwickelt. Hauptentwickler ist Olaf Conrad.SAGA GIS verfügt über einen großen Funktionsumfang.,http://en.wikipedia.org/wiki/SAGA_GIS,Cross-platform,C++
ERDAS IMAGINE,Geographic_information_system,http://geospatial.intergraph.com,Proprietary_software,"ERDAS IMAGINE is a remote sensing application with raster graphics editor abilities designed by ERDAS for geospatial applications. The latest version is 2013, version 13.0.2. ERDAS IMAGINE is aimed primarily at geospatial raster data processing and allows the user to prepare, display and enhance digital images for mapping use in geographic information system (GIS) or in computer-aided design (CAD) software.",http://en.wikipedia.org/wiki/Erdas_Imagine,"Windows 32-64-bit: XP, 7, 8, Server 2008, Server 2012",C++
ERDAS IMAGINE,Geographic_information_system,http://geospatial.intergraph.com,Proprietary_software,"ERDAS IMAGINE ist ein Software-Werkzeug für die Auswertung von Fernerkundungs-Daten, speziell von Grafiken und Photos. Es analysiert Rastergrafiken und wurde von dem US-amerikanischen Unternehmen ERDAS Inc. für geostatistische und geoanalytische Anwendungen entwickelt. Das Programm erlaubt die Aufbereitung von digitalen Fernerkundungsdaten für GIS oder CAD.",http://en.wikipedia.org/wiki/Erdas_Imagine,"Windows 32-64-bit: XP, 7, 8, Server 2008, Server 2012",C++
ERDAS IMAGINE,Geographic_information_system,http://geospatial.intergraph.com,Proprietary_software,"ERDAS IMAGINE – растровый графический редактор и программный продукт, первоначально разработанный компанией ERDAS Inc., и предназначенный для обработки данных дистанционного зондирования (в основном, данных ДЗЗ). В настоящее время продукт выпускает корпорация Intergraph. Продукт предназначен для работы с растровыми данными. Он позволяет обрабатывать, выводить на экран монитора и подготавливать для дальнейшей обработки в программных приложениях ГИС и САПР различные картографические изображения.",http://en.wikipedia.org/wiki/Erdas_Imagine,"Windows 32-64-bit: XP, 7, 8, Server 2008, Server 2012",C++
MapWindow GIS,Geographic_information_system,http://www.mapwindow.org,Mozilla_Public_License,MapWindow GIS is an open source GIS (mapping) application and set of programmable mapping components. It has been adopted by the United States Environmental Protection Agency as the primary GIS platform for its BASINS (Better Assessment Science Integrating Point and Nonpoint Sources) watershed analysis and modeling software.,http://en.wikipedia.org/wiki/MapWindow_GIS,Microsoft_Windows,C_Sharp
MapWindow GIS,Geographic_information_system,http://www.mapwindow.org,Mozilla_Public_License,"MapWindow GIS — это проект с открытым исходным кодом ГИС, который обладает набором программных и программируемых библиотек. Данный проект разработан университетом GeoSpatial Software Lab штата Айдахо. Приложение запускается только под операционной системой Windows.",http://en.wikipedia.org/wiki/MapWindow_GIS,Microsoft_Windows,C_Sharp
Whitebox GAT,Geographic_information_system,http://www.uoguelph.ca/~hydrogeo/Whitebox/index.html,GNU_General_Public_License,Whitebox Geospatial Analysis Tools (GAT) is an open-source and cross-platform Geographic information system (GIS) and remote sensing software package that is distributed under the GNU General Public License. It has been developed by the members of the University of Guelph Centre for Hydrogeomatics and is intended for advanced geospatial analysis and data visualization in research and education settings.,http://en.wikipedia.org/wiki/Whitebox_Geospatial_Analysis_Tools,Cross-platform,Groovy
RemoteView,Geographic_information_system,http://www.overwatch.com/products/remote_view_pro.php,Proprietary_software,"RemoteView is the family name of a group of software programs designed to aid in analyzing satellite or aerial images of the Earth's surface for the purpose of collecting and disseminating geospatial intelligence. The National Geospatial-Intelligence Agency (NGA) is a longtime user of RemoteView software. The software is published by Overwatch Systems, Ltd., an operating unit of Textron Systems.",http://en.wikipedia.org/wiki/RemoteView,Windows,C++
Analytica,Graphical_user_interface,http://www.lumina.com,Proprietary_software,"Analytica is a visual software package developed by Lumina Decision Systems for creating, analyzing and communicating quantitative decision models. As a modeling environment, it is interesting in the way it combines hierarchical influence diagrams for visual creation and view of models, intelligent arrays for working with multidimensional data, Monte Carlo simulation for analyzing risk and uncertainty, and optimization, including linear and nonlinear programming.",http://en.wikipedia.org/wiki/Analytica_(software),Microsoft_Windows,C
XML User Interface,Graphical_user_interface,http://www.xoetrope.com/xui,Mozilla_Public_License,"XML User Interface (XUI) is a Java and XML framework for building rich client, desktop and mobile applications. The framework can save much of the code typically needed to build an application with consequent savings in development time, maintenance costs and hence results in greater stability.",http://en.wikipedia.org/wiki/XML_User_Interface,Cross-platform,Java
Analytica,Graphical_user_interface,http://www.lumina.com,Proprietary_software,"Analytica is a visual software package developed by Lumina Decision Systems for creating, analyzing and communicating quantitative decision models. As a modeling environment, it is interesting in the way it combines hierarchical influence diagrams for visual creation and view of models, intelligent arrays for working with multidimensional data, Monte Carlo simulation for analyzing risk and uncertainty, and optimization, including linear and nonlinear programming.",http://en.wikipedia.org/wiki/Analytica_(software),Microsoft_Windows,C
XML User Interface,Graphical_user_interface,http://www.xoetrope.com/xui,Mozilla_Public_License,"XML User Interface (XUI) is a Java and XML framework for building rich client, desktop and mobile applications. The framework can save much of the code typically needed to build an application with consequent savings in development time, maintenance costs and hence results in greater stability.",http://en.wikipedia.org/wiki/XML_User_Interface,Cross-platform,Java
GraphicsMagick,Graphics_software,http://www.graphicsmagick.org,MIT_License,"GraphicsMagick is a fork of ImageMagick, emphasizing stability of both programming API and command-line options. It was branched off ImageMagick's version 5.5.2 in 2002 after irreconcilable differences emerged in the developers' group.In addition to the programming language APIs available with ImageMagick, GraphicsMagick also includes a Tcl API, called TclMagick.GraphicsMagick is used by several websites to process large numbers of uploaded photographs.",http://en.wikipedia.org/wiki/GraphicsMagick,Cross-platform,C
GraphicsMagick,Graphics_software,http://www.graphicsmagick.org,MIT_License,"GraphicsMagick — это форк библиотеки ImageMagick, нацеленный на более стабильный и производительный API. Библиотека откололась от ImageMagick версии 5.5.2 в 2002 году из-за противоречий в группе разработчиков. Распространяется под лицензией совместимой с GPL.",http://en.wikipedia.org/wiki/GraphicsMagick,Cross-platform,C
OpenImageIO,Graphics_software,https://sites.google.com/site/openimageio/,BSD_licenses,OpenImageIO is an open source library for reading and writing images. Support for different images format are realised through plugins. Project is distributed on modified BSD license.,http://en.wikipedia.org/wiki/OpenImageIO,Cross-platform,C++
OpenImageIO,Graphics_software,https://sites.google.com/site/openimageio/,BSD_licenses,"OpenImageIO – otwarta biblioteka programistyczna przeznaczona do przetwarzania plików graficznych zapisanych w różnych formatach, rozpowszechniana wraz z kilkoma programami demonstrującymi jej użycie. Obsługa formatów zrealizowana jest za pomocą wtyczek. Obecnie biblioteka dostępna jest na platformy Windows, Linux oraz OS X. Całość rozpowszechniana jest na zmodyfikowanej licencji BSD.",http://en.wikipedia.org/wiki/OpenImageIO,Cross-platform,C++
CloudCompare,Graphics_software,http://www.cloudcompare.org/,GNU_General_Public_License,"CloudCompare is a 3D point cloud processing software (such as those obtained with a laser scanner). It can also handle triangular meshes and calibrated images.Originally created during a collaboration between Telecom ParisTech and the R&D division of EDF, the CloudCompare project began in 2003 with the PhD of Daniel Girardeau-Montaut on Change detection on 3D geometric data.",http://en.wikipedia.org/wiki/CloudCompare,Cross-platform,C++
CloudCompare,Graphics_software,http://www.cloudcompare.org/,GNU_General_Public_License,CloudCompare est un logiciel d'édition et de traitement de nuages de points 3D (ainsi que de maillages surfaciques triangulaires).Il a été initialement créé pour effectuer des comparaisons entre deux nuages de points 3D denses (tels que ceux obtenus avec des scanners lasers) ou entre un nuage et un maillage. Il est basé sur une structure octree particulière optimisée pour ce type d'application.,http://en.wikipedia.org/wiki/CloudCompare,Cross-platform,C++
Pivot Stickfigure Animator,Graphics_software,http://pivotanimator.net,Adware,"Pivot StickFigure Animator (Letteralmente ""Animatore di Figure Stilizzate"") è un programma che consente di fare animazioni in 2D in pochi passi. Il linguaggio di Script utilizzato dal programma è il Delphi e i requisiti minimi sono:Sistema Operativo: Microsoft WindowsVersioni: Windows 98 - Windows XP con Service Pack 3 - Windows Vista con Service Pack - Windows 7 - Windows 8.",http://en.wikipedia.org/wiki/Pivot_Stickfigure_Animator,Microsoft_Windows,Object_Pascal
Pivot Stickfigure Animator,Graphics_software,http://pivotanimator.net,Adware,"Pivot Stickfigure Animator (usually shortened to Pivot) is a freeware application, for Windows, that allows users to create stick-figure animations, and save them in the animated GIF (Graphics Interchangeable Format) format used on web pages and, which can also be converted into videos using other software, such as Windows Movie Maker.Pivot provides a simple, easy to use interface with a few features.",http://en.wikipedia.org/wiki/Pivot_Stickfigure_Animator,Microsoft_Windows,Object_Pascal
Pivot Stickfigure Animator,Graphics_software,http://pivotanimator.net,Adware,Pivot Stickfigure Animator (generalmente abreviado como Pivot) es una aplicación gratuita para Windows que permite a los usuarios crear animaciones con figuras de palo y guardarlas en formato GIF (Formato de Gráficos Intercambiables) utilizado en páginas web y que también puede ser convertido a vídeo utilizando otros programas como por ejemplo Windows Movie Maker.Pivot ofrece una interfaz sencilla y fácil de utilizar con pocas características.,http://en.wikipedia.org/wiki/Pivot_Stickfigure_Animator,Microsoft_Windows,Object_Pascal
Pivot Stickfigure Animator,Graphics_software,http://pivotanimator.net,Adware,Pivot Stickfigure Animator （通常被简称为Pivot）是一个免费的应用程序，在Windows上，这个程序能让用户制作火柴人动画且保存为GIF格式来用于网页上。同时也能用一些其它软件转换成视频，比如Windows Movie Maker。,http://en.wikipedia.org/wiki/Pivot_Stickfigure_Animator,Microsoft_Windows,Object_Pascal
Pivot Stickfigure Animator,Graphics_software,http://pivotanimator.net,Adware,"Pivot Stickfigure Animator (souvent abrégé en Pivot) est une application qui permet au utilisateurs de créer des animations de bonshommes allumette et de les sauvegarder en tant que GIF animés. Il utilise des fichiers "".stk"" pour les ressources et "".piv"" pour sauvegarder les projets.Pivot utilise des ""bâtons"" à taille fixes, de sorte à assurer la cohérence vis-à-vis de l'animation.",http://en.wikipedia.org/wiki/Pivot_Stickfigure_Animator,Microsoft_Windows,Object_Pascal
Pivot Stickfigure Animator,Graphics_software,http://pivotanimator.net,Adware,"Pivot Stickfigure Animator (также Pivot) — бесплатное приложение для создания двумерных анимаций, не требующее особых навыков рисования и обладающее простым и понятным интерфейсом. Процесс создания основан на перемещении частей фигур (людей, животных, различных предметов и т.п.), составленных из линий и кругов, связанных в отдельных точках (см. скелетная анимация). Можно изменять цвет и размер фигур. Сохранение анимаций возможно в форматах .piv (сокращение от Pivot) или .gif.",http://en.wikipedia.org/wiki/Pivot_Stickfigure_Animator,Microsoft_Windows,Object_Pascal
Pivot Stickfigure Animator,Graphics_software,http://pivotanimator.net,Adware,"Pivot Stickfigure Animator ist ein einfacher, Bild-für-Bild-Strichmännchen-Animator, der von Peter Bone mit der Entwicklungsumgebung Delphi programmiert wurde. Die Strichmännchen werden durch so genannte Pivot-Punkte bewegt, danach wird ein Button aktiviert, der ein neues Bild erzeugt. Danach bewegt man das Strichmännchen wieder, erzeugt ein neues Bild, bewegt das Strichmännchen usw.",http://en.wikipedia.org/wiki/Pivot_Stickfigure_Animator,Microsoft_Windows,Object_Pascal
Pivot Stickfigure Animator,Graphics_software,http://pivotanimator.net,Adware,"Pivot Stickfigure Animator (zwykle skracane do Pivot) – prosty program, w którym można tworzyć animacje z ""patyczkowych ludzików"" w 2D. W założeniu autora one również miały być proste, lecz używając spreparowanych figur można stworzyć coś bardziej skomplikowanego. Figury te można tworzyć samemu, a także znaleźć w internecie. Program umożliwia również dodawanie tła, edytowanie kolorów jak i dobrą zabawę.",http://en.wikipedia.org/wiki/Pivot_Stickfigure_Animator,Microsoft_Windows,Object_Pascal
J2K-Codec,Graphics_software,http://j2k-codec.com,Proprietary_software,"J2K-Codec is a commercial library to decode JPEG 2000 images. Version 2.0 was released on 12 April 2011.J2K-Codec supports decoding of different resolution levels and selective tile decoding. It also supports files, produced by ADV202/ADV212 hardware chips.The library is faster than JasPer or OpenJPEG libraries and has approximately the same decoding speed as Kakadu.",http://en.wikipedia.org/wiki/J2K-Codec,Microsoft_Windows,C++
Stykz,Graphics_software,http://www.stykz.net,Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 Unported License,"Stykz — пакет программного обеспечения, представляющий собой развитие идеи Pivot Stickfigure Animator со множеством новых возможностей. Существуют версии для Windows и Mac OS X, в разработке находится версия для Linux.",http://en.wikipedia.org/wiki/Stykz,"Mac OS X, Microsoft Windows,",LiveCode
Stykz,Graphics_software,http://www.stykz.net/forums,Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 Unported License,"Stykz — пакет программного обеспечения, представляющий собой развитие идеи Pivot Stickfigure Animator со множеством новых возможностей. Существуют версии для Windows и Mac OS X, в разработке находится версия для Linux.",http://en.wikipedia.org/wiki/Stykz,"Mac OS X, Microsoft Windows,",LiveCode
Stykz,Graphics_software,http://www.stykz.net,Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 Unported License,"Stykz (/ˈstɪks/ STIKS) is a freeware multi-platform stick-figure animation program, developed and maintained by Sons of Thunder Software, Inc. It is similar to the popular Pivot Stickfigure Animator and builds upon many of the features from it, also adding its own functionality. Version 1.0 for Windows and Macintosh has been recently released. A version for Linux is being developed and is in an internal beta phase, and will be released as a Public Beta when it is ready.",http://en.wikipedia.org/wiki/Stykz,"Mac OS X, Microsoft Windows,",LiveCode
Stykz,Graphics_software,http://www.stykz.net/forums,Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 Unported License,"Stykz (/ˈstɪks/ STIKS) is a freeware multi-platform stick-figure animation program, developed and maintained by Sons of Thunder Software, Inc. It is similar to the popular Pivot Stickfigure Animator and builds upon many of the features from it, also adding its own functionality. Version 1.0 for Windows and Macintosh has been recently released. A version for Linux is being developed and is in an internal beta phase, and will be released as a Public Beta when it is ready.",http://en.wikipedia.org/wiki/Stykz,"Mac OS X, Microsoft Windows,",LiveCode
GraphicsMagick,Graphics_software,http://www.graphicsmagick.org,MIT_License,"GraphicsMagick is a fork of ImageMagick, emphasizing stability of both programming API and command-line options. It was branched off ImageMagick's version 5.5.2 in 2002 after irreconcilable differences emerged in the developers' group.In addition to the programming language APIs available with ImageMagick, GraphicsMagick also includes a Tcl API, called TclMagick.GraphicsMagick is used by several websites to process large numbers of uploaded photographs.",http://en.wikipedia.org/wiki/GraphicsMagick,Cross-platform,C
GraphicsMagick,Graphics_software,http://www.graphicsmagick.org,MIT_License,"GraphicsMagick — это форк библиотеки ImageMagick, нацеленный на более стабильный и производительный API. Библиотека откололась от ImageMagick версии 5.5.2 в 2002 году из-за противоречий в группе разработчиков. Распространяется под лицензией совместимой с GPL.",http://en.wikipedia.org/wiki/GraphicsMagick,Cross-platform,C
OpenImageIO,Graphics_software,https://sites.google.com/site/openimageio/,BSD_licenses,OpenImageIO is an open source library for reading and writing images. Support for different images format are realised through plugins. Project is distributed on modified BSD license.,http://en.wikipedia.org/wiki/OpenImageIO,Cross-platform,C++
OpenImageIO,Graphics_software,https://sites.google.com/site/openimageio/,BSD_licenses,"OpenImageIO – otwarta biblioteka programistyczna przeznaczona do przetwarzania plików graficznych zapisanych w różnych formatach, rozpowszechniana wraz z kilkoma programami demonstrującymi jej użycie. Obsługa formatów zrealizowana jest za pomocą wtyczek. Obecnie biblioteka dostępna jest na platformy Windows, Linux oraz OS X. Całość rozpowszechniana jest na zmodyfikowanej licencji BSD.",http://en.wikipedia.org/wiki/OpenImageIO,Cross-platform,C++
CloudCompare,Graphics_software,http://www.cloudcompare.org/,GNU_General_Public_License,"CloudCompare is a 3D point cloud processing software (such as those obtained with a laser scanner). It can also handle triangular meshes and calibrated images.Originally created during a collaboration between Telecom ParisTech and the R&D division of EDF, the CloudCompare project began in 2003 with the PhD of Daniel Girardeau-Montaut on Change detection on 3D geometric data.",http://en.wikipedia.org/wiki/CloudCompare,Cross-platform,C++
CloudCompare,Graphics_software,http://www.cloudcompare.org/,GNU_General_Public_License,CloudCompare est un logiciel d'édition et de traitement de nuages de points 3D (ainsi que de maillages surfaciques triangulaires).Il a été initialement créé pour effectuer des comparaisons entre deux nuages de points 3D denses (tels que ceux obtenus avec des scanners lasers) ou entre un nuage et un maillage. Il est basé sur une structure octree particulière optimisée pour ce type d'application.,http://en.wikipedia.org/wiki/CloudCompare,Cross-platform,C++
Pivot Stickfigure Animator,Graphics_software,http://pivotanimator.net,Adware,"Pivot StickFigure Animator (Letteralmente ""Animatore di Figure Stilizzate"") è un programma che consente di fare animazioni in 2D in pochi passi. Il linguaggio di Script utilizzato dal programma è il Delphi e i requisiti minimi sono:Sistema Operativo: Microsoft WindowsVersioni: Windows 98 - Windows XP con Service Pack 3 - Windows Vista con Service Pack - Windows 7 - Windows 8.",http://en.wikipedia.org/wiki/Pivot_Stickfigure_Animator,Microsoft_Windows,Object_Pascal
Pivot Stickfigure Animator,Graphics_software,http://pivotanimator.net,Adware,"Pivot Stickfigure Animator (usually shortened to Pivot) is a freeware application, for Windows, that allows users to create stick-figure animations, and save them in the animated GIF (Graphics Interchangeable Format) format used on web pages and, which can also be converted into videos using other software, such as Windows Movie Maker.Pivot provides a simple, easy to use interface with a few features.",http://en.wikipedia.org/wiki/Pivot_Stickfigure_Animator,Microsoft_Windows,Object_Pascal
Pivot Stickfigure Animator,Graphics_software,http://pivotanimator.net,Adware,Pivot Stickfigure Animator (generalmente abreviado como Pivot) es una aplicación gratuita para Windows que permite a los usuarios crear animaciones con figuras de palo y guardarlas en formato GIF (Formato de Gráficos Intercambiables) utilizado en páginas web y que también puede ser convertido a vídeo utilizando otros programas como por ejemplo Windows Movie Maker.Pivot ofrece una interfaz sencilla y fácil de utilizar con pocas características.,http://en.wikipedia.org/wiki/Pivot_Stickfigure_Animator,Microsoft_Windows,Object_Pascal
Pivot Stickfigure Animator,Graphics_software,http://pivotanimator.net,Adware,Pivot Stickfigure Animator （通常被简称为Pivot）是一个免费的应用程序，在Windows上，这个程序能让用户制作火柴人动画且保存为GIF格式来用于网页上。同时也能用一些其它软件转换成视频，比如Windows Movie Maker。,http://en.wikipedia.org/wiki/Pivot_Stickfigure_Animator,Microsoft_Windows,Object_Pascal
Pivot Stickfigure Animator,Graphics_software,http://pivotanimator.net,Adware,"Pivot Stickfigure Animator (souvent abrégé en Pivot) est une application qui permet au utilisateurs de créer des animations de bonshommes allumette et de les sauvegarder en tant que GIF animés. Il utilise des fichiers "".stk"" pour les ressources et "".piv"" pour sauvegarder les projets.Pivot utilise des ""bâtons"" à taille fixes, de sorte à assurer la cohérence vis-à-vis de l'animation.",http://en.wikipedia.org/wiki/Pivot_Stickfigure_Animator,Microsoft_Windows,Object_Pascal
Pivot Stickfigure Animator,Graphics_software,http://pivotanimator.net,Adware,"Pivot Stickfigure Animator (также Pivot) — бесплатное приложение для создания двумерных анимаций, не требующее особых навыков рисования и обладающее простым и понятным интерфейсом. Процесс создания основан на перемещении частей фигур (людей, животных, различных предметов и т.п.), составленных из линий и кругов, связанных в отдельных точках (см. скелетная анимация). Можно изменять цвет и размер фигур. Сохранение анимаций возможно в форматах .piv (сокращение от Pivot) или .gif.",http://en.wikipedia.org/wiki/Pivot_Stickfigure_Animator,Microsoft_Windows,Object_Pascal
Pivot Stickfigure Animator,Graphics_software,http://pivotanimator.net,Adware,"Pivot Stickfigure Animator ist ein einfacher, Bild-für-Bild-Strichmännchen-Animator, der von Peter Bone mit der Entwicklungsumgebung Delphi programmiert wurde. Die Strichmännchen werden durch so genannte Pivot-Punkte bewegt, danach wird ein Button aktiviert, der ein neues Bild erzeugt. Danach bewegt man das Strichmännchen wieder, erzeugt ein neues Bild, bewegt das Strichmännchen usw.",http://en.wikipedia.org/wiki/Pivot_Stickfigure_Animator,Microsoft_Windows,Object_Pascal
Pivot Stickfigure Animator,Graphics_software,http://pivotanimator.net,Adware,"Pivot Stickfigure Animator (zwykle skracane do Pivot) – prosty program, w którym można tworzyć animacje z ""patyczkowych ludzików"" w 2D. W założeniu autora one również miały być proste, lecz używając spreparowanych figur można stworzyć coś bardziej skomplikowanego. Figury te można tworzyć samemu, a także znaleźć w internecie. Program umożliwia również dodawanie tła, edytowanie kolorów jak i dobrą zabawę.",http://en.wikipedia.org/wiki/Pivot_Stickfigure_Animator,Microsoft_Windows,Object_Pascal
J2K-Codec,Graphics_software,http://j2k-codec.com,Proprietary_software,"J2K-Codec is a commercial library to decode JPEG 2000 images. Version 2.0 was released on 12 April 2011.J2K-Codec supports decoding of different resolution levels and selective tile decoding. It also supports files, produced by ADV202/ADV212 hardware chips.The library is faster than JasPer or OpenJPEG libraries and has approximately the same decoding speed as Kakadu.",http://en.wikipedia.org/wiki/J2K-Codec,Microsoft_Windows,C++
Stykz,Graphics_software,http://www.stykz.net,Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 Unported License,"Stykz — пакет программного обеспечения, представляющий собой развитие идеи Pivot Stickfigure Animator со множеством новых возможностей. Существуют версии для Windows и Mac OS X, в разработке находится версия для Linux.",http://en.wikipedia.org/wiki/Stykz,"Mac OS X, Microsoft Windows,",LiveCode
Stykz,Graphics_software,http://www.stykz.net/forums,Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 Unported License,"Stykz — пакет программного обеспечения, представляющий собой развитие идеи Pivot Stickfigure Animator со множеством новых возможностей. Существуют версии для Windows и Mac OS X, в разработке находится версия для Linux.",http://en.wikipedia.org/wiki/Stykz,"Mac OS X, Microsoft Windows,",LiveCode
Stykz,Graphics_software,http://www.stykz.net,Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 Unported License,"Stykz (/ˈstɪks/ STIKS) is a freeware multi-platform stick-figure animation program, developed and maintained by Sons of Thunder Software, Inc. It is similar to the popular Pivot Stickfigure Animator and builds upon many of the features from it, also adding its own functionality. Version 1.0 for Windows and Macintosh has been recently released. A version for Linux is being developed and is in an internal beta phase, and will be released as a Public Beta when it is ready.",http://en.wikipedia.org/wiki/Stykz,"Mac OS X, Microsoft Windows,",LiveCode
Stykz,Graphics_software,http://www.stykz.net/forums,Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 Unported License,"Stykz (/ˈstɪks/ STIKS) is a freeware multi-platform stick-figure animation program, developed and maintained by Sons of Thunder Software, Inc. It is similar to the popular Pivot Stickfigure Animator and builds upon many of the features from it, also adding its own functionality. Version 1.0 for Windows and Macintosh has been recently released. A version for Linux is being developed and is in an internal beta phase, and will be released as a Public Beta when it is ready.",http://en.wikipedia.org/wiki/Stykz,"Mac OS X, Microsoft Windows,",LiveCode
Analytica,Information_visualization,http://www.lumina.com,Proprietary_software,"Analytica is a visual software package developed by Lumina Decision Systems for creating, analyzing and communicating quantitative decision models. As a modeling environment, it is interesting in the way it combines hierarchical influence diagrams for visual creation and view of models, intelligent arrays for working with multidimensional data, Monte Carlo simulation for analyzing risk and uncertainty, and optimization, including linear and nonlinear programming.",http://en.wikipedia.org/wiki/Analytica_(software),Microsoft_Windows,C
Analytica,Information_visualization,http://www.lumina.com,Proprietary_software,"Analytica is a visual software package developed by Lumina Decision Systems for creating, analyzing and communicating quantitative decision models. As a modeling environment, it is interesting in the way it combines hierarchical influence diagrams for visual creation and view of models, intelligent arrays for working with multidimensional data, Monte Carlo simulation for analyzing risk and uncertainty, and optimization, including linear and nonlinear programming.",http://en.wikipedia.org/wiki/Analytica_(software),Microsoft_Windows,C
VisIt,Interactive_visualization,http://visit.llnl.gov/,BSD_licenses,VisIt是一个开源型交互式并行可视化与图形分析工具，用于查看科学数据。利用VisIt，可以可视化二维几何模型以及三维空间结构化和非结构化网格之中所定义的标量场和矢量场。在设计上，VisIt不仅旨在处理规模非常庞大，以太字节来计算的数据集，同时亦可用于处理千字节范围的小型数据集。,http://en.wikipedia.org/wiki/VisIt,OS_X,C
VisIt,Interactive_visualization,http://visit.llnl.gov/,BSD_licenses,VisIt是一个开源型交互式并行可视化与图形分析工具，用于查看科学数据。利用VisIt，可以可视化二维几何模型以及三维空间结构化和非结构化网格之中所定义的标量场和矢量场。在设计上，VisIt不仅旨在处理规模非常庞大，以太字节来计算的数据集，同时亦可用于处理千字节范围的小型数据集。,http://en.wikipedia.org/wiki/VisIt,Microsoft_Windows,C
VisIt,Interactive_visualization,http://visit.llnl.gov/,BSD_licenses,VisIt是一个开源型交互式并行可视化与图形分析工具，用于查看科学数据。利用VisIt，可以可视化二维几何模型以及三维空间结构化和非结构化网格之中所定义的标量场和矢量场。在设计上，VisIt不仅旨在处理规模非常庞大，以太字节来计算的数据集，同时亦可用于处理千字节范围的小型数据集。,http://en.wikipedia.org/wiki/VisIt,Linux,C
VisIt,Interactive_visualization,http://visit.llnl.gov/,BSD_licenses,VisIt是一个开源型交互式并行可视化与图形分析工具，用于查看科学数据。利用VisIt，可以可视化二维几何模型以及三维空间结构化和非结构化网格之中所定义的标量场和矢量场。在设计上，VisIt不仅旨在处理规模非常庞大，以太字节来计算的数据集，同时亦可用于处理千字节范围的小型数据集。,http://en.wikipedia.org/wiki/VisIt,Unix,C
VisIt,Interactive_visualization,http://visit.llnl.gov/,BSD_licenses,VisIt is an open source interactive parallel visualization and graphical analysis tool for viewing scientific data. It can be used to visualize scalar and vector fields defined on 2D and 3D structured and unstructured meshes. VisIt was designed to handle very large data set sizes in the terascale range and yet can also handle small data sets in the kilobyte range.,http://en.wikipedia.org/wiki/VisIt,OS_X,C
VisIt,Interactive_visualization,http://visit.llnl.gov/,BSD_licenses,VisIt is an open source interactive parallel visualization and graphical analysis tool for viewing scientific data. It can be used to visualize scalar and vector fields defined on 2D and 3D structured and unstructured meshes. VisIt was designed to handle very large data set sizes in the terascale range and yet can also handle small data sets in the kilobyte range.,http://en.wikipedia.org/wiki/VisIt,Linux,C
VisIt,Interactive_visualization,http://visit.llnl.gov/,BSD_licenses,VisIt is an open source interactive parallel visualization and graphical analysis tool for viewing scientific data. It can be used to visualize scalar and vector fields defined on 2D and 3D structured and unstructured meshes. VisIt was designed to handle very large data set sizes in the terascale range and yet can also handle small data sets in the kilobyte range.,http://en.wikipedia.org/wiki/VisIt,Microsoft_Windows,C
VisIt,Interactive_visualization,http://visit.llnl.gov/,BSD_licenses,VisIt is an open source interactive parallel visualization and graphical analysis tool for viewing scientific data. It can be used to visualize scalar and vector fields defined on 2D and 3D structured and unstructured meshes. VisIt was designed to handle very large data set sizes in the terascale range and yet can also handle small data sets in the kilobyte range.,http://en.wikipedia.org/wiki/VisIt,Unix,C
VisIt,Interactive_visualization,http://visit.llnl.gov/,BSD_licenses,VisIt is an open source interactive parallel visualization and graphical analysis tool for viewing scientific data. It can be used to visualize scalar and vector fields defined on 2D and 3D structured and unstructured meshes. VisIt was designed to handle very large data set sizes in the terascale range and yet can also handle small data sets in the kilobyte range.,http://en.wikipedia.org/wiki/VisIt,Unix,C++
